Date,Open,High,Low,Close,Adj Close,Volume
2017-01-09,117.949997,119.430000,117.940002,118.989998,117.106812,33561900
2017-01-10,118.769997,119.379997,118.300003,119.110001,117.224907,24462100
2017-01-11,118.739998,119.930000,118.599998,119.750000,117.854782,27588600
2017-01-12,118.900002,119.300003,118.209999,119.250000,117.362694,27086200
2017-01-13,119.110001,119.620003,118.809998,119.040001,117.156021,26111900
2017-01-17,118.339996,120.239998,118.220001,120.000000,118.100822,34439800
2017-01-18,120.000000,120.500000,119.709999,119.989998,118.090981,23713000
2017-01-19,119.400002,120.089996,119.370003,119.779999,117.884300,25597300
2017-01-20,120.449997,120.449997,119.730003,120.000000,118.100822,32597900
2017-01-23,120.000000,120.809998,119.769997,120.080002,118.179558,22050200
2017-01-24,119.550003,120.099998,119.500000,119.970001,118.071304,23211000
2017-01-25,120.419998,122.099998,120.279999,121.879997,119.951073,32377600
2017-01-26,121.669998,122.440002,121.599998,121.940002,120.010132,26337600
2017-01-27,122.139999,122.349998,121.599998,121.949997,120.019958,20562900
2017-01-30,120.930000,121.629997,120.660004,121.629997,119.705017,30377500
2017-01-31,121.150002,121.389999,120.620003,121.349998,119.429459,49201000
2017-02-01,127.029999,130.490005,127.010002,128.750000,126.712341,111985000
2017-02-02,127.980003,129.389999,127.779999,128.529999,126.495819,33710400
2017-02-03,128.309998,129.190002,128.160004,129.080002,127.037125,24507300
2017-02-06,129.130005,130.500000,128.899994,130.289993,128.227966,26845900
2017-02-07,130.539993,132.089996,130.449997,131.529999,129.448349,38183800
2017-02-08,131.350006,132.220001,131.220001,132.039993,129.950287,23004100
2017-02-09,131.649994,132.449997,131.119995,132.419998,130.889282,28349900
2017-02-10,132.460007,132.940002,132.050003,132.119995,130.592758,20065500
2017-02-13,133.080002,133.820007,132.750000,133.289993,131.749222,23035400
2017-02-14,133.470001,135.089996,133.250000,135.020004,133.459244,33226200
2017-02-15,135.520004,136.270004,134.619995,135.509995,133.943573,35623100
2017-02-16,135.669998,135.899994,134.839996,135.350006,133.785416,22584600
